order_ID,customer_item,order_time,price
71,"[79,80]",2024-01-01 17:33:00,18
72,"[81,82]",2024-01-01 21:18:00,16
73,[83],2024-01-01 19:54:00,8
74,[84],2024-01-01 17:12:00,8
75,[85],2024-01-01 17:01:00,12
76,[86],2024-01-01 12:04:00,8
77,[87],2024-01-01 13:54:00,12
78,[88],2024-01-01 20:15:00,12
79,"[89,90]",2024-01-01 13:20:00,18
80,[91],2024-01-01 16:19:00,8
81,"[92,93,94,95]",2024-01-01 17:48:00,40
82,[96],2024-01-01 17:20:00,10
83,[97],2024-01-01 13:24:00,12
84,"[98,99]",2024-01-01 17:50:00,24
85,[100],2024-01-01 13:26:00,6
86,[101],2024-01-01 13:03:00,10
87,"[102,103]",2024-01-01 14:17:00,16
88,[104],2024-01-01 13:38:00,8
89,[105],2024-01-01 16:44:00,8
90,[106],2024-01-01 16:46:00,8
91,"[107,108,109]",2024-01-01 17:33:00,30
92,[110],2024-01-01 12:45:00,8
93,[111],2024-01-01 13:41:00,8
94,[112],2024-01-01 16:34:00,8
95,[113],2024-01-01 18:07:00,12
96,[114],2024-01-01 17:00:00,12
97,[115],2024-01-01 13:19:00,10
98,[116],2024-01-01 17:20:00,8
99,"[117,118,119,120]",2024-01-01 16:52:00,40
100,[121],2024-01-01 16:38:00,12
101,[122],2024-01-01 16:50:00,10
102,[123],2024-01-01 12:50:00,8
103,[124],2024-01-01 19:41:00,12
104,[125],2024-01-01 12:22:00,12
105,[126],2024-01-01 13:10:00,8
106,[127],2024-01-01 16:01:00,12
107,[128],2024-01-01 10:04:00,8
108,[129],2024-01-01 20:05:00,8
109,[130],2024-01-01 17:12:00,10
110,[131],2024-01-01 13:31:00,12
111,[132],2024-01-01 12:26:00,12
112,[133],2024-01-01 13:08:00,8
113,[134],2024-01-01 13:08:00,12
114,[135],2024-01-01 15:23:00,8
115,[136],2024-01-01 12:17:00,8
116,[137],2024-01-01 17:24:00,8
117,"[138,139]",2024-01-01 12:23:00,18
118,[140],2024-01-01 12:49:00,6
119,[141],2024-01-01 17:02:00,12
120,[142],2024-01-01 10:42:00,8
121,[143],2024-01-01 16:23:00,8
122,[144],2024-01-01 17:19:00,8
123,[145],2024-01-01 10:21:00,8
124,[146],2024-01-01 18:49:00,6
125,[147],2024-01-01 12:20:00,8
126,[148],2024-01-01 19:49:00,6
127,[149],2024-01-01 17:59:00,8
128,[150],2024-01-01 17:11:00,10
129,[151],2024-01-01 10:33:00,10
130,"[152,153]",2024-01-01 16:37:00,18
131,[154],2024-01-01 16:49:00,10
132,[155],2024-01-01 17:22:00,8
133,[156],2024-01-01 16:29:00,10
134,[157],2024-01-01 17:40:00,10
135,[158],2024-01-01 12:25:00,12
136,[159],2024-01-01 16:58:00,8
137,[160],2024-01-01 18:53:00,8
138,[161],2024-01-01 16:31:00,12
139,[162],2024-01-01 13:02:00,12
140,[163],2024-01-01 12:34:00,8
141,[164],2024-01-01 18:15:00,8
142,[165],2024-01-01 16:24:00,8
143,[166],2024-01-01 13:16:00,12
144,[167],2024-01-01 12:59:00,10
145,[168],2024-01-01 18:14:00,8
146,"[169,170]",2024-01-01 16:31:00,24
147,[171],2024-01-01 16:46:00,10
148,[172],2024-01-01 12:59:00,10
149,[173],2024-01-01 11:12:00,8
150,[174],2024-01-01 12:12:00,12
151,[175],2024-01-01 16:30:00,8
152,"[176,177]",2024-01-01 13:19:00,18
153,[178],2024-01-01 16:52:00,8
154,[179],2024-01-01 19:52:00,8
155,[180],2024-01-01 12:53:00,6
156,"[181,182]",2024-01-01 20:55:00,20
157,[183],2024-01-01 12:42:00,12
158,[184],2024-01-01 18:53:00,8
159,[185],2024-01-01 16:44:00,10
160,[186],2024-01-01 16:46:00,8
161,"[187,188]",2024-01-01 17:18:00,22
162,[189],2024-01-01 13:34:00,12
163,[190],2024-01-01 14:17:00,10
164,[191],2024-01-01 13:55:00,10
165,[192],2024-01-01 18:01:00,8
166,[193],2024-01-01 21:55:00,12
167,[194],2024-01-01 16:38:00,10
168,[195],2024-01-01 16:10:00,10
169,[196],2024-01-01 17:14:00,12
170,[197],2024-01-01 16:56:00,8
171,[198],2024-01-01 13:17:00,10
172,[199],2024-01-01 10:50:00,12
173,[200],2024-01-01 17:39:00,12
174,[201],2024-01-01 16:52:00,10
175,[202],2024-01-01 14:06:00,10
176,[203],2024-01-01 16:55:00,8
177,[204],2024-01-01 11:28:00,12
178,[205],2024-01-01 18:18:00,12
179,"[206,207]",2024-01-01 12:59:00,18
180,[208],2024-01-01 13:10:00,8
181,[209],2024-01-01 12:42:00,12
182,[210],2024-01-01 17:13:00,8
183,[211],2024-01-01 17:24:00,12
184,[212],2024-01-01 17:11:00,10
185,[213],2024-01-01 14:34:00,8
186,[214],2024-01-01 17:53:00,10
187,"[215,216]",2024-01-01 15:04:00,16
188,[217],2024-01-01 17:08:00,10
189,[218],2024-01-01 16:50:00,10
190,[219],2024-01-01 13:07:00,10
191,[220],2024-01-01 16:32:00,10
192,[221],2024-01-01 15:51:00,8
193,[222],2024-01-01 15:12:00,10
194,"[223,224]",2024-01-01 12:29:00,18
195,"[225,226]",2024-01-01 14:03:00,20
196,[227],2024-01-01 18:55:00,8
197,[228],2024-01-01 10:44:00,10
198,[229],2024-01-01 12:08:00,6
199,[230],2024-01-01 12:45:00,10
200,[231],2024-01-01 17:33:00,8
201,[232],2024-01-01 16:37:00,8
202,[233],2024-01-01 12:33:00,12
203,[234],2024-01-01 18:58:00,8
204,[235],2024-01-01 12:25:00,10
205,[236],2024-01-01 14:44:00,12
206,[237],2024-01-01 17:09:00,6
207,[238],2024-01-01 15:19:00,8
208,"[239,240]",2024-01-01 17:06:00,16
209,[241],2024-01-01 16:28:00,8
210,[242],2024-01-01 14:07:00,10
211,[243],2024-01-01 18:31:00,8
212,[244],2024-01-01 15:42:00,10
213,[245],2024-01-01 17:49:00,8
214,[246],2024-01-01 17:07:00,12
215,[247],2024-01-01 18:00:00,8
216,[248],2024-01-01 10:14:00,8
217,[249],2024-01-01 17:03:00,8
218,[250],2024-01-01 16:42:00,8
219,[251],2024-01-01 12:45:00,8
220,[252],2024-01-01 12:39:00,10
221,[253],2024-01-01 21:22:00,8
222,[254],2024-01-01 18:05:00,8
223,[255],2024-01-01 10:39:00,8
224,[256],2024-01-01 17:41:00,10
225,"[257,258]",2024-01-01 16:34:00,16
226,[259],2024-01-01 16:51:00,12
227,[260],2024-01-01 17:21:00,10
228,[261],2024-01-01 16:16:00,10
229,[262],2024-01-01 16:55:00,10
230,[263],2024-01-01 11:58:00,12
231,[264],2024-01-01 17:43:00,8
232,[265],2024-01-01 17:35:00,8
233,[266],2024-01-01 13:32:00,12
234,[267],2024-01-01 16:35:00,10
235,[268],2024-01-01 13:42:00,8
236,[269],2024-01-01 13:30:00,10
237,[270],2024-01-01 10:09:00,8
238,[271],2024-01-01 17:06:00,10
239,[272],2024-01-01 17:36:00,8
240,[273],2024-01-01 13:32:00,12
241,[274],2024-01-01 20:30:00,10
242,[275],2024-01-01 13:28:00,8
243,[276],2024-01-01 12:45:00,8
244,[277],2024-01-01 16:18:00,10
245,[278],2024-01-01 12:14:00,10
246,[279],2024-01-01 16:46:00,8
247,[280],2024-01-01 16:51:00,6
248,[281],2024-01-01 11:59:00,12
249,[282],2024-01-01 18:38:00,10
250,[283],2024-01-01 17:01:00,10
251,[284],2024-01-01 18:17:00,10
252,[285],2024-01-01 19:54:00,10
253,[286],2024-01-01 16:48:00,8
254,[287],2024-01-01 17:01:00,10
255,[288],2024-01-01 12:55:00,8
256,[289],2024-01-01 17:42:00,8
257,"[290,291,292]",2024-01-01 20:51:00,34
258,[293],2024-01-01 15:59:00,6
259,[294],2024-01-01 17:52:00,8
260,[295],2024-01-01 15:23:00,10
261,[296],2024-01-01 19:40:00,12
262,[297],2024-01-01 13:31:00,10
263,[298],2024-01-01 18:28:00,8
264,[299],2024-01-01 13:56:00,10
265,[300],2024-01-01 12:55:00,12
266,[301],2024-01-01 12:47:00,8
267,[302],2024-01-01 16:49:00,8
268,[303],2024-01-01 17:21:00,8
269,[304],2024-01-01 13:31:00,8
270,[305],2024-01-01 16:53:00,6
271,[306],2024-01-01 18:21:00,10
272,[307],2024-01-01 18:15:00,12
273,[308],2024-01-01 12:40:00,12
274,[309],2024-01-01 13:45:00,8
275,"[310,311]",2024-01-01 17:05:00,24
276,[312],2024-01-01 12:48:00,12
277,[313],2024-01-01 14:44:00,12
278,[314],2024-01-01 15:54:00,10
279,"[315,316]",2024-01-01 16:08:00,18
280,"[317,318]",2024-01-01 12:51:00,20
281,[319],2024-01-01 20:33:00,10
282,[320],2024-01-01 16:04:00,10
283,[321],2024-01-01 17:26:00,8
284,[322],2024-01-01 14:13:00,8
285,[323],2024-01-01 13:08:00,12
286,[324],2024-01-01 12:50:00,10
287,[325],2024-01-01 16:25:00,12
288,[326],2024-01-01 16:49:00,8
289,[327],2024-01-01 21:31:00,8
290,[328],2024-01-01 16:14:00,10
291,[329],2024-01-01 10:31:00,10
292,[330],2024-01-01 17:37:00,10
293,[331],2024-01-01 13:24:00,12
294,[332],2024-01-01 13:55:00,8
295,[333],2024-01-01 16:47:00,8
296,[334],2024-01-01 18:12:00,6
297,[335],2024-01-01 17:14:00,8
298,[336],2024-01-01 16:17:00,8
299,[337],2024-01-01 16:20:00,8
300,"[338,339,340]",2024-01-01 13:10:00,34
301,[341],2024-01-01 17:02:00,8
302,[342],2024-01-01 17:08:00,10
303,[343],2024-01-01 13:47:00,8
304,[344],2024-01-01 12:40:00,8
305,[345],2024-01-01 11:34:00,10
306,[346],2024-01-01 12:07:00,10
307,[347],2024-01-01 13:08:00,10
308,[348],2024-01-01 12:12:00,8
309,[349],2024-01-01 14:50:00,8
310,[350],2024-01-01 10:04:00,12
311,[351],2024-01-01 10:55:00,8
312,[352],2024-01-01 16:12:00,10
313,[353],2024-01-01 16:44:00,12
314,[354],2024-01-01 16:55:00,8
315,[355],2024-01-01 16:13:00,8
316,[356],2024-01-01 11:36:00,12
317,[357],2024-01-01 12:03:00,6
318,[358],2024-01-01 16:31:00,12
319,[359],2024-01-01 11:46:00,8
320,[360],2024-01-01 13:52:00,10
321,[361],2024-01-01 13:14:00,10
322,[362],2024-01-01 17:16:00,8
323,[363],2024-01-01 16:45:00,10
324,[364],2024-01-01 11:53:00,12
325,[365],2024-01-01 17:02:00,6
326,[366],2024-01-01 11:39:00,8
327,[367],2024-01-01 14:15:00,12
328,[368],2024-01-01 13:03:00,6
329,[369],2024-01-01 17:16:00,12
330,[370],2024-01-01 16:24:00,12
331,"[371,372]",2024-01-02 16:05:00,20
332,[373],2024-01-02 16:41:00,8
333,[374],2024-01-02 13:15:00,10
334,[375],2024-01-02 17:12:00,8
335,[376],2024-01-02 12:47:00,12
336,[377],2024-01-02 16:28:00,10
337,[378],2024-01-02 16:39:00,10
338,[379],2024-01-02 18:24:00,10
339,"[380,381]",2024-01-02 13:17:00,18
340,[382],2024-01-02 16:40:00,8
341,[383],2024-01-02 16:49:00,8
342,[384],2024-01-02 12:31:00,8
343,[385],2024-01-02 17:36:00,6
344,[386],2024-01-02 17:23:00,10
345,[387],2024-01-02 16:26:00,12
346,[388],2024-01-02 13:03:00,10
347,[389],2024-01-02 16:52:00,8
348,[390],2024-01-02 11:24:00,10
349,[391],2024-01-02 17:29:00,10
350,[392],2024-01-02 16:58:00,8
351,[393],2024-01-02 19:34:00,10
352,[394],2024-01-02 16:35:00,10
353,[395],2024-01-02 17:01:00,10
354,[396],2024-01-02 17:13:00,8
355,[397],2024-01-02 16:28:00,8
356,[398],2024-01-02 16:24:00,8
357,[399],2024-01-02 13:35:00,10
358,[400],2024-01-02 13:11:00,8
359,[401],2024-01-02 12:14:00,12
360,[402],2024-01-02 17:08:00,10
361,"[403,404,405]",2024-01-02 13:50:00,26
362,[406],2024-01-02 16:55:00,8
363,[407],2024-01-02 16:45:00,8
364,[408],2024-01-02 16:52:00,12
365,"[409,410,411]",2024-01-02 17:08:00,22
366,[412],2024-01-02 17:34:00,10
367,"[413,414]",2024-01-02 16:45:00,16
368,[415],2024-01-02 16:20:00,12
369,[416],2024-01-02 10:45:00,8
370,[417],2024-01-02 13:37:00,12
371,[418],2024-01-02 16:34:00,12
372,[419],2024-01-02 13:02:00,8
373,[420],2024-01-02 13:17:00,8
374,[421],2024-01-02 12:27:00,12
375,[422],2024-01-02 13:11:00,10
376,[423],2024-01-02 13:21:00,10
377,[424],2024-01-02 17:41:00,8
378,[425],2024-01-02 17:07:00,10
379,[426],2024-01-02 13:42:00,10
380,[427],2024-01-02 17:02:00,6
381,[428],2024-01-02 21:55:00,8
382,[429],2024-01-02 16:30:00,12
383,[430],2024-01-02 13:07:00,10
384,[431],2024-01-02 12:43:00,10
385,[432],2024-01-02 13:58:00,8
386,"[433,434,435]",2024-01-02 16:44:00,28
387,[436],2024-01-02 17:20:00,8
388,[437],2024-01-02 14:07:00,10
389,[438],2024-01-02 17:30:00,10
390,[439],2024-01-02 12:59:00,8
391,[440],2024-01-02 19:07:00,8
392,"[441,442]",2024-01-02 17:25:00,20
393,[443],2024-01-02 13:09:00,8
394,[444],2024-01-02 17:33:00,8
395,[445],2024-01-02 19:17:00,12
396,[446],2024-01-02 17:29:00,8
397,"[447,448]",2024-01-02 13:12:00,22
398,[449],2024-01-02 16:47:00,8
399,[450],2024-01-02 18:39:00,10
400,[451],2024-01-02 10:28:00,12
401,[452],2024-01-02 20:22:00,8
402,[453],2024-01-02 17:03:00,12
403,[454],2024-01-02 16:45:00,8
404,[455],2024-01-02 17:00:00,10
405,[456],2024-01-02 13:25:00,8
406,[457],2024-01-02 17:22:00,8
407,[458],2024-01-02 15:50:00,10
408,[459],2024-01-02 12:49:00,8
409,[460],2024-01-02 16:29:00,12
410,[461],2024-01-02 13:13:00,10
411,[462],2024-01-02 17:00:00,10
412,"[463,464]",2024-01-02 15:58:00,20
413,[465],2024-01-02 16:55:00,12
414,[466],2024-01-02 16:54:00,10
415,"[467,468]",2024-01-02 12:01:00,16
416,[469],2024-01-02 20:20:00,8
417,[470],2024-01-02 13:04:00,8
418,[471],2024-01-02 18:16:00,8
419,[472],2024-01-02 17:36:00,10
420,[473],2024-01-02 13:02:00,10
421,[474],2024-01-02 17:14:00,8
422,[475],2024-01-02 12:47:00,12
423,[476],2024-01-02 19:58:00,8
424,[477],2024-01-02 17:23:00,10
425,[478],2024-01-02 13:19:00,12
426,[479],2024-01-02 16:29:00,10
427,[480],2024-01-02 17:00:00,12
428,[481],2024-01-02 13:33:00,10
429,[482],2024-01-02 16:09:00,10
430,[483],2024-01-02 17:23:00,10
431,[484],2024-01-02 13:11:00,10
432,[485],2024-01-02 21:16:00,8
433,[486],2024-01-02 12:47:00,10
434,[487],2024-01-02 17:44:00,8
435,[488],2024-01-02 13:26:00,8
436,"[489,490]",2024-01-02 20:30:00,18
437,[491],2024-01-02 16:44:00,10
438,[492],2024-01-02 11:34:00,10
439,[493],2024-01-02 17:34:00,10
440,[494],2024-01-02 17:21:00,8
441,[495],2024-01-02 17:01:00,10
442,[496],2024-01-02 17:02:00,10
443,[497],2024-01-02 17:08:00,8
444,"[498,499]",2024-01-02 13:36:00,18
445,[500],2024-01-02 15:15:00,12
446,[501],2024-01-02 18:32:00,6
447,[502],2024-01-02 13:26:00,12
448,[503],2024-01-02 11:43:00,10
449,"[504,505]",2024-01-02 12:16:00,24
450,[506],2024-01-02 13:16:00,10
451,[507],2024-01-02 13:35:00,6
452,[508],2024-01-02 13:19:00,6
453,[509],2024-01-02 12:53:00,8
454,[510],2024-01-02 17:41:00,12
455,[511],2024-01-02 17:17:00,10
456,[512],2024-01-02 19:16:00,12
457,[513],2024-01-02 12:26:00,10
458,[514],2024-01-02 17:03:00,10
459,[515],2024-01-02 17:21:00,10
460,[516],2024-01-02 16:17:00,12
461,[517],2024-01-02 12:22:00,12
462,[518],2024-01-02 16:55:00,6
463,[519],2024-01-02 12:24:00,10
464,[520],2024-01-02 21:53:00,12
465,[521],2024-01-02 17:15:00,8
466,[522],2024-01-02 17:10:00,8
467,[523],2024-01-02 13:46:00,12
468,"[524,525]",2024-01-02 21:27:00,18
469,[526],2024-01-02 11:18:00,8
470,[527],2024-01-02 21:27:00,10
471,[528],2024-01-02 17:31:00,8
472,[529],2024-01-02 16:07:00,12
473,[530],2024-01-02 17:09:00,10
474,[531],2024-01-02 12:42:00,6
475,[532],2024-01-02 13:08:00,10
476,[533],2024-01-02 16:48:00,10
477,[534],2024-01-02 15:56:00,12
478,[535],2024-01-02 13:04:00,12
479,[536],2024-01-02 17:57:00,10
480,[537],2024-01-02 10:56:00,8
481,[538],2024-01-02 17:35:00,10
482,[539],2024-01-02 17:00:00,10
483,[540],2024-01-02 13:01:00,10
484,[541],2024-01-02 13:17:00,8
485,[542],2024-01-02 16:00:00,6
486,[543],2024-01-02 17:41:00,8
487,[544],2024-01-02 13:43:00,8
488,[545],2024-01-02 17:08:00,12
489,[546],2024-01-02 17:11:00,8
490,"[547,548]",2024-01-02 12:37:00,20
491,"[549,550]",2024-01-02 12:49:00,22
492,[551],2024-01-02 17:10:00,8
493,[552],2024-01-02 13:16:00,8
494,[553],2024-01-02 17:17:00,12
495,[554],2024-01-02 17:25:00,10
496,[555],2024-01-02 16:56:00,8
497,[556],2024-01-02 16:32:00,8
498,[557],2024-01-02 10:34:00,8
499,[558],2024-01-02 16:46:00,8
500,[559],2024-01-02 12:04:00,10
501,[560],2024-01-02 17:21:00,12
502,[561],2024-01-02 13:06:00,8
503,[562],2024-01-02 17:28:00,10
504,[563],2024-01-02 14:51:00,8
505,[564],2024-01-02 13:01:00,10
506,[565],2024-01-02 16:55:00,12
507,[566],2024-01-02 19:51:00,10
508,[567],2024-01-02 21:42:00,12
509,[568],2024-01-02 13:34:00,8
510,[569],2024-01-02 16:56:00,12
511,"[570,571]",2024-01-02 13:05:00,16
512,[572],2024-01-02 13:29:00,8
513,[573],2024-01-02 12:59:00,10
514,[574],2024-01-02 17:37:00,10
515,[575],2024-01-02 12:18:00,10
516,[576],2024-01-02 17:17:00,8
517,"[577,578]",2024-01-02 17:44:00,20
518,[579],2024-01-02 17:53:00,12
519,[580],2024-01-02 17:02:00,8
520,[581],2024-01-02 12:38:00,6
521,[582],2024-01-02 13:11:00,8
522,[583],2024-01-02 13:52:00,10
523,[584],2024-01-02 13:04:00,10
524,[585],2024-01-02 16:36:00,8
525,"[586,587]",2024-01-02 13:45:00,16
526,[588],2024-01-02 15:06:00,8
527,[589],2024-01-02 17:13:00,10
528,"[590,591]",2024-01-02 12:30:00,20
529,[592],2024-01-02 17:07:00,12
530,[593],2024-01-02 16:17:00,12
531,"[594,595]",2024-01-02 21:39:00,18
532,[596],2024-01-02 16:09:00,12
533,[597],2024-01-02 18:12:00,10
534,[598],2024-01-02 17:19:00,8
535,[599],2024-01-02 16:57:00,10
536,[600],2024-01-02 13:38:00,12
537,[601],2024-01-02 17:25:00,8
538,[602],2024-01-02 17:07:00,10
539,[603],2024-01-02 16:03:00,10
540,[604],2024-01-02 16:30:00,12
541,[605],2024-01-02 12:49:00,8
542,[606],2024-01-02 17:18:00,10
543,[607],2024-01-02 12:40:00,8
544,[608],2024-01-02 17:51:00,10
545,[609],2024-01-02 13:51:00,8
546,[610],2024-01-02 15:27:00,8
547,[611],2024-01-02 16:40:00,12
548,[612],2024-01-02 13:39:00,8
549,"[613,614]",2024-01-02 12:56:00,20
550,[615],2024-01-02 16:26:00,8
551,[616],2024-01-02 20:48:00,8
552,[617],2024-01-02 12:36:00,12
553,[618],2024-01-02 16:53:00,12
554,[619],2024-01-02 12:54:00,10
555,[620],2024-01-02 13:49:00,12
556,[621],2024-01-02 18:58:00,10
557,[622],2024-01-02 14:33:00,6
558,[623],2024-01-02 12:18:00,12
559,[624],2024-01-02 11:50:00,10
560,[625],2024-01-02 10:53:00,8
561,[626],2024-01-02 12:28:00,8
562,"[627,628]",2024-01-02 10:02:00,20
563,[629],2024-01-02 13:06:00,6
564,[630],2024-01-02 12:12:00,10
565,[631],2024-01-02 12:51:00,8
566,[632],2024-01-02 16:38:00,8
567,[633],2024-01-02 14:49:00,12
568,[634],2024-01-02 19:09:00,12
569,[635],2024-01-02 17:12:00,10
570,[636],2024-01-02 12:49:00,8
571,"[637,638]",2024-01-02 11:18:00,16
572,[639],2024-01-02 11:33:00,8
573,[640],2024-01-02 13:48:00,6
574,[641],2024-01-02 17:20:00,10
575,[642],2024-01-02 16:11:00,12
576,[643],2024-01-02 13:18:00,12
577,[644],2024-01-02 18:31:00,10
578,[645],2024-01-02 12:54:00,12
579,[646],2024-01-02 14:31:00,8
580,[647],2024-01-02 12:53:00,12
581,[648],2024-01-02 19:37:00,12
582,[649],2024-01-02 19:01:00,12
583,[650],2024-01-02 13:24:00,6
584,[651],2024-01-02 13:24:00,8
585,"[652,653]",2024-01-02 18:05:00,16
586,[654],2024-01-02 13:26:00,12
587,[655],2024-01-02 12:37:00,8
588,[656],2024-01-02 21:04:00,8
589,[657],2024-01-02 12:14:00,12
590,[658],2024-01-02 13:31:00,12
591,[659],2024-01-02 12:59:00,12
592,[660],2024-01-02 17:20:00,10
593,[661],2024-01-02 17:37:00,6
594,"[662,663]",2024-01-02 16:51:00,20
595,"[664,665]",2024-01-02 16:19:00,18
596,[666],2024-01-02 16:15:00,12
597,[667],2024-01-02 17:15:00,6
598,[668],2024-01-02 10:40:00,10
599,[669],2024-01-02 16:35:00,12
600,[670],2024-01-02 13:19:00,10
601,[671],2024-01-02 12:34:00,6
602,[672],2024-01-02 17:54:00,8
603,[673],2024-01-02 14:24:00,12
604,[674],2024-01-02 13:16:00,12
605,[675],2024-01-02 12:27:00,12
606,[676],2024-01-02 16:47:00,8
607,[677],2024-01-02 13:22:00,12
608,[678],2024-01-02 13:03:00,10
609,[679],2024-01-02 14:14:00,8
610,[680],2024-01-02 13:11:00,8
611,[681],2024-01-02 12:50:00,8
612,[682],2024-01-02 20:39:00,10
613,"[683,684]",2024-01-02 17:15:00,16
614,"[685,686]",2024-01-02 11:39:00,16
615,[687],2024-01-02 17:00:00,10
616,[688],2024-01-02 12:41:00,10
617,[689],2024-01-02 17:04:00,8
618,[690],2024-01-02 10:51:00,8
619,[691],2024-01-02 16:12:00,10
620,[692],2024-01-02 13:29:00,8
621,[693],2024-01-02 18:41:00,8
622,"[694,695,696]",2024-01-02 19:34:00,26
623,[697],2024-01-02 12:54:00,8
624,[698],2024-01-02 17:51:00,6
625,[699],2024-01-02 12:12:00,10
626,[700],2024-01-02 12:51:00,8
627,[701],2024-01-02 17:45:00,10
628,[702],2024-01-02 13:41:00,8
629,[703],2024-01-02 20:31:00,10
630,[704],2024-01-02 17:27:00,12
631,[705],2024-01-02 12:31:00,6
632,[706],2024-01-02 17:56:00,12
633,[707],2024-01-02 16:17:00,10
634,[708],2024-01-02 12:54:00,12
635,[709],2024-01-02 17:40:00,12
636,[710],2024-01-02 16:56:00,10
637,[711],2024-01-02 21:53:00,12
638,[712],2024-01-02 16:28:00,8
639,"[713,714]",2024-01-02 19:07:00,20
640,[715],2024-01-02 11:08:00,10
641,[716],2024-01-02 17:20:00,10
642,[717],2024-01-02 12:24:00,12
643,[718],2024-01-03 10:03:00,8
644,[719],2024-01-03 13:45:00,10
645,[720],2024-01-03 14:00:00,8
646,[721],2024-01-03 17:16:00,8
647,[722],2024-01-03 13:24:00,10
648,[723],2024-01-03 17:14:00,10
649,[724],2024-01-03 12:53:00,8
650,[725],2024-01-03 16:14:00,6
651,"[726,727]",2024-01-03 19:08:00,20
652,[728],2024-01-03 12:41:00,8
653,[729],2024-01-03 13:20:00,6
654,[730],2024-01-03 16:06:00,10
655,[731],2024-01-03 13:05:00,8
656,"[732,733]",2024-01-03 16:49:00,22
657,[734],2024-01-03 17:14:00,10
658,[735],2024-01-03 12:50:00,8
659,[736],2024-01-03 12:59:00,8
660,[737],2024-01-03 16:43:00,10
661,"[738,739]",2024-01-03 13:13:00,16
662,[740],2024-01-03 16:17:00,8
663,[741],2024-01-03 14:57:00,8
664,[742],2024-01-03 16:00:00,10
665,[743],2024-01-03 17:19:00,12
666,[744],2024-01-03 17:08:00,10
667,[745],2024-01-03 17:19:00,12
668,"[746,747]",2024-01-03 16:23:00,20
669,[748],2024-01-03 18:11:00,10
670,[749],2024-01-03 10:09:00,10
671,[750],2024-01-03 21:22:00,8
672,[751],2024-01-03 16:55:00,8
673,[752],2024-01-03 16:04:00,8
674,[753],2024-01-03 13:40:00,8
675,[754],2024-01-03 17:26:00,10
676,"[755,756]",2024-01-03 16:59:00,12
677,[757],2024-01-03 17:03:00,8
678,[758],2024-01-03 17:50:00,8
679,[759],2024-01-03 10:50:00,8
680,[760],2024-01-03 19:11:00,10
681,[761],2024-01-03 16:57:00,8
682,[762],2024-01-03 17:05:00,12
683,[763],2024-01-03 17:18:00,10
